,PredictedLabel,GivenText
0,[3],[' think game been hyped very wellthe playable demo great plateau theres footage online only reveals surface game theres still game seethe trailer excellent better than most movie trailers shows main characters hints story still very mysteriouslaunching with switch this makes doubly exciting players like myself havent owned nintendo since gamecube excluding handhelds favorite series console same going give heart attackthere high expectations this game think even realistic expectation incredible game extra hype will hopefully exaggerate experience ignore small flaws convince myself  game']
